pitch_mean,pitch_std,pitch_range,pitch_max,pitch_min,voiced_fraction,energy_mean,energy_std,energy_range,duration,speech_rate,pause_count,pause_rate,pause_mean_dur,voiced_duration,zcr_mean,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,hfe_ratio,hnr_mean,jitter_local,shimmer_local,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,filename,emotion,intensity,actor_id,gender
111.92028618842446,17.326614226119162,67.03851699615258,146.40856959456255,79.37005259840997,0.36451612903225805,0.0021197072,0.0033905145,0.01582806,3.3032916666666665,0.3971795809735239,1,0.3027283391566493,0.11733333333333333,1.312,0.05047568044354839,7416.297747905874,4428.027505480172,13285.735887096775,0.11648197,7.490393884954897,0.04189490357907766,0.13782524008398225,-726.2172,68.54142,3.2933977,12.2053,5.5102777,13.66741,-2.9838283,3.0980291,-3.3108134,-1.5643841,-7.8616524,-2.1242816,2.849204,157.85083,84.219345,20.393255,21.084995,13.634707,19.163044,14.063682,8.619501,10.998985,8.34863,12.845314,7.7088737,8.651435,03-01-01-01-01-01-01.wav,neutral,normal,1,male
116.58499837371545,18.72521367428932,61.8318017314177,146.40856959456255,84.57676786314485,0.3546325878594249,0.0022580326,0.0036383115,0.016503828,3.3366666666666664,0.39320679320679325,0,0.0,0.0,1.312,0.05290441543530351,7135.571471113649,4196.796437482529,13191.64337060703,0.10136885,9.24104234700034,0.031192237710651858,0.17200166080906712,-719.1283,70.20157,1.168397,13.122543,7.83695,14.41129,-4.1113596,4.468973,-3.5393667,-3.6586075,-7.648504,-1.4770775,3.031821,159.356,78.61282,23.06335,18.9968,12.449026,19.218317,14.516837,8.05733,11.5094185,8.151206,12.590632,7.271216,8.202284,03-01-01-01-01-02-01.wav,neutral,normal,1,male
112.28770738788907,15.521304386627337,61.55609912804212,148.1097552286564,86.55365610061429,0.36807817589576547,0.0027071815,0.004298456,0.019359643,3.2699166666666666,0.39144728458931166,0,0.0,0.0,1.28,0.04662688314332247,7239.2656482489965,4333.681827431549,13279.1378257329,0.14456251,8.468530824584308,0.03179711454387163,0.12747842775136634,-714.9957,69.68935,3.9245636,11.92419,6.4217234,11.011614,-2.878103,4.5095577,-4.476109,-2.6715493,-7.4992833,-2.9622657,1.8734848,162.87424,85.796005,17.979307,24.541765,10.203608,16.11514,15.47213,9.876256,11.993236,8.232803,13.146093,7.7491665,8.564485,03-01-01-01-02-01-01.wav,neutral,normal,1,male
110.12421000253485,16.000699804649248,57.00944951909281,143.06459324352582,86.05514372443301,0.37583892617449666,0.0025207684,0.004177776,0.018672584,3.1698333333333335,0.38361638361638356,0,0.0,0.0,1.216,0.05383546560402685,7008.958169433834,3975.417498344464,13272.074244966443,0.135975,8.494922696945487,0.03767502013033565,0.1160517821249837,-710.9753,67.56488,5.7822413,13.230727,6.190845,12.628252,-1.6751696,5.6574936,-4.950634,-3.4775453,-7.416558,-1.937004,2.2715251,161.77583,78.59396,20.279503,24.528292,11.280049,16.704357,13.141413,8.686153,12.079803,9.627914,12.144601,7.221593,7.5908246,03-01-01-01-02-02-01.wav,neutral,normal,1,male
115.47871738455618,19.66512153185242,77.10013046881055,156.0130452026747,78.91291473386416,0.35240963855421686,0.0015786955,0.0024973268,0.011611938,3.5368541666666666,0.44333182147506317,0,0.0,0.0,1.568,0.04592932275978916,6997.31180981541,4373.360790966367,12649.543486445784,0.089004055,8.064809824908771,0.03608079608693188,0.13257044477814522,-759.92175,75.78352,6.0236044,14.557394,6.4541883,14.631508,-3.0045512,4.6209702,-5.200016,-0.7074302,-7.7902875,-3.5649488,2.18097,162.98659,78.56627,23.16162,23.70345,13.676399,18.99056,14.327635,9.515069,11.674164,7.7869697,11.382718,7.8706527,9.364861,03-01-02-01-01-01-01.wav,calm,normal,1,male
107.53548843796096,18.948766419060668,87.04357135378045,172.11028744886602,85.06671609508557,0.40532544378698226,0.0016762057,0.0025886786,0.014463667,3.6035833333333334,0.4647226140647041,0,0.0,0.0,1.6746666666666667,0.03303843842455621,6874.560406643111,4595.141611054263,12202.82451923077,0.081043474,9.888072090911411,0.023966925380306144,0.11731894953251687,-735.0066,79.09305,8.14105,11.413549,5.174124,15.393283,-2.7520719,2.9645836,-5.388972,-1.6918324,-5.8528347,-4.0432878,3.0046408,146.57507,81.97409,23.45763,24.758772,12.365225,19.791834,12.571643,7.618043,11.941264,6.54375,9.744221,8.198055,9.210758,03-01-02-01-01-02-01.wav,calm,normal,1,male
105.72398071717177,10.920106485121474,55.06749838249881,138.1912879967776,83.12378961427878,0.4133738601823708,0.0025555012,0.0034469597,0.0120376125,3.5035,0.4566861709718853,0,0.0,0.0,1.6,0.045950382313829786,6853.974883221673,4475.978299476592,12272.273936170213,0.21980385,9.871303485367815,0.022702834766312543,0.11576625221304475,-733.5249,81.58986,4.8633575,14.423686,5.2676888,13.96856,-3.0856166,7.1732464,-4.8214383,-0.9674488,-6.2504735,-3.8666399,3.3255188,179.0864,89.545616,22.673977,26.311531,12.809231,18.270678,15.189873,10.292573,11.359607,8.375089,12.630485,8.374072,10.404875,03-01-02-01-02-01-01.wav,calm,normal,1,male
106.32466680231303,9.59626857490911,38.21138753280037,125.26644386241279,87.05505632961241,0.4049079754601227,0.0026076469,0.0036792627,0.013983235,3.4701458333333335,0.44263269435122204,0,0.0,0.0,1.536,0.04764336896088957,6798.674100010185,4378.745287083763,12309.504409509202,0.11887569,10.078992985877019,0.02406048828709186,0.11399022794195422,-728.363,82.324936,7.5005765,12.542465,6.7881255,14.805659,-2.9095802,6.9378386,-4.8443394,-1.8469232,-5.6877103,-3.6666536,2.2403512,175.01202,88.63849,20.165997,24.356997,10.549805,17.106565,13.235971,9.132057,11.831189,8.109428,11.342878,8.252149,9.305951,03-01-02-01-02-02-01.wav,calm,normal,1,male
99.52525159877653,8.40239519829411,35.93269282684369,120.99940892192926,85.06671609508557,0.40804597701149425,0.0014528487,0.0019239896,0.008538146,3.703708333333333,0.48383939520075603,0,0.0,0.0,1.792,0.03624225484913793,6773.71236908055,4614.297972838538,12030.037715517241,0.07034453,10.326339243241149,0.025729488606829616,0.10826806334630198,-771.62524,83.32755,9.759607,14.268048,6.201726,16.020977,-2.8468983,4.4702497,-5.536262,0.8787948,-5.3482485,-3.029556,2.3405735,177.12521,81.09256,21.527704,24.60837,12.705015,19.92514,13.995504,8.732266,11.85542,6.5010805,9.354109,8.118746,9.082782,03-01-02-02-01-01-01.wav,calm,strong,1,male
107.12408460191426,13.112757306658409,65.13916557919734,150.69866814745757,85.55950256826023,0.375,0.0015512242,0.0021349774,0.0115790535,4.004,0.5328005328005329,0,0.0,0.0,2.1333333333333333,0.04488291638962766,6517.976565172378,4321.480796599608,11717.44099069149,0.08294869,9.182577267803856,0.03439191405017203,0.11728103828342434,-733.9896,82.99157,3.796794,13.411559,3.1084962,16.039553,-5.652945,5.5606713,-7.840987,-1.1772103,-5.728787,-4.109694,3.882382,157.95195,80.36831,24.129759,24.61301,12.357739,19.80143,15.008393,10.417044,13.3343115,6.791926,9.35966,9.152854,9.822521,03-01-02-02-01-02-01.wav,calm,strong,1,male
114.19511769971658,7.478800722399875,40.801731853324355,137.3953647458089,96.59363289248455,0.37721518987341773,0.002051211,0.0023196104,0.007430306,4.204208333333334,0.5607080207331939,1,0.23785690924767838,0.10666666666666667,2.3573333333333335,0.05152541534810127,6340.198382246475,4292.3132164950175,11378.57990506329,0.2036908,10.694202399859217,0.02479458130447125,0.09254368292162525,-735.9587,83.71625,8.72074,16.973064,1.3004173,16.308208,-2.9989035,8.180385,-9.681773,1.4794084,-8.105539,-3.2144182,3.27963,187.68947,82.62919,26.903605,26.548767,11.672387,17.852455,12.928086,11.110773,14.561471,8.981866,13.170051,9.152636,10.215397,03-01-02-02-02-01-01.wav,calm,strong,1,male
106.42995948256817,11.513503347117437,52.088218819447334,134.25725027802636,82.16903145857903,0.3829787234042553,0.0020813276,0.0026986997,0.010317038,4.004,0.5061605061605062,1,0.2497502497502498,0.288,2.026666666666667,0.051087724401595744,6481.998136586812,4379.124939071207,11526.387965425532,0.17263839,9.756154272386306,0.021896299428304133,0.09896024911070805,-724.8058,83.05965,0.8636632,13.715781,5.3935223,15.34207,-3.8907716,6.682707,-9.109154,-2.3108945,-7.5575542,-2.6653075,4.4087,178.39545,84.47258,22.959845,27.828926,10.903614,17.81494,12.475336,10.498131,12.94525,8.727646,11.777466,8.234329,9.604496,03-01-02-02-02-02-01.wav,calm,strong,1,male
149.42673270737768,15.555854071135569,56.749308449739786,181.29427068562208,124.5449622358823,0.3067484662576687,0.004056211,0.005906886,0.021802453,3.4701458333333335,0.44263269435122204,0,0.0,0.0,1.536,0.05570150738113497,6697.877340105959,4251.305681075257,12494.560007668711,0.08601376,8.494017050371028,0.03337623059164056,0.1447242776269304,-679.53876,78.69846,0.66773736,10.390019,5.20702,11.52523,-7.0435305,2.0349185,-6.769452,-3.4523163,-8.604058,-2.1430964,2.153603,167.63354,81.86429,22.317526,20.465607,16.059229,18.282974,17.109539,9.520776,12.58397,8.608952,13.864192,8.772295,9.80026,03-01-03-01-01-01-01.wav,happy,normal,1,male
133.27875147893823,37.686354208943825,135.5318233882619,185.5318233882619,50.0,0.3834355828220859,0.004627866,0.006904089,0.028993504,3.470125,0.4549307781900268,1,0.2881740571305068,0.128,1.5786666666666667,0.039031046299846626,6308.368223553758,4291.384072502404,11824.074961656443,0.13315903,8.442664166338293,0.027597426005198544,0.13798712800388194,-658.3063,78.063484,-0.78696334,10.139039,8.304726,12.286283,-4.871698,0.52415824,-5.596923,-3.2145643,-9.875025,-1.7062539,3.7575343,155.98604,82.65511,23.969797,19.598644,16.339994,17.562168,17.876432,10.842887,11.671321,9.220687,15.775257,9.188401,7.7202272,03-01-03-01-01-02-01.wav,happy,normal,1,male
131.03311240824166,18.152686854736803,80.64901432818803,176.1331747192297,95.48416039104166,0.35542168674698793,0.0036503486,0.0052630836,0.020257128,3.5368541666666666,0.4282525078194488,0,0.0,0.0,1.5146666666666666,0.048661932887801206,6667.926847169117,4265.96564769469,12287.603539156626,0.083615996,8.513486943624107,0.02288556653323884,0.12658095650173698,-693.60925,77.67328,2.3561034,12.037886,5.2729096,9.537619,-5.2778487,3.814017,-8.2640085,-3.2064867,-11.793282,-2.4545703,4.334239,168.46046,84.21064,20.50136,23.923416,12.207567,17.13067,17.757534,9.665414,13.95254,9.349864,16.295015,8.735533,10.133971,03-01-03-01-02-01-01.wav,happy,normal,1,male
126.06283947630358,14.662911194351144,64.3616392446478,161.5148333600084,97.15319411536059,0.3563218390804598,0.0036507975,0.0047425022,0.01711251,3.703708333333333,0.46655941680072904,0,0.0,0.0,1.728,0.05662799703663793,6596.172435081965,4041.2406054491503,12294.450431034482,0.13096662,8.401408243822384,0.020594044329434864,0.13146375338223948,-683.93146,74.13294,1.0578566,17.886679,6.339446,11.593822,-5.891603,6.8250275,-6.5876675,-1.8747082,-10.63755,-2.125946,2.7909563,176.34175,82.16912,21.762096,25.912731,15.254892,17.938967,18.2772,10.7202015,14.364214,8.8471365,17.392427,8.819413,10.49946,03-01-03-01-02-02-01.wav,happy,normal,1,male
209.76823436151403,32.94410937555051,122.81328342358537,270.06998923363795,147.25670581005258,0.33043478260869563,0.006117453,0.009161273,0.04175681,3.6703333333333332,0.4475524475524476,0,0.0,0.0,1.6426666666666667,0.06302224864130435,6411.788635957509,3840.595388538912,12149.116847826086,0.18121044,9.456614429951042,0.03491075145064994,0.13138298970878284,-627.4205,67.704384,-6.669489,9.967615,-3.0760908,7.208737,-5.0634565,-2.9935553,-10.524828,-4.989577,-8.107446,-8.362473,0.3314784,163.59665,73.95537,24.530365,18.560951,17.517097,18.558771,17.065226,12.65807,14.815021,9.192745,11.024978,12.723787,7.820082,03-01-03-02-01-01-01.wav,happy,strong,1,male
202.11179977292798,28.489162545639395,117.62028690806176,270.06998923363795,152.4497023255762,0.3343108504398827,0.0077350195,0.012219388,0.063526794,3.6369583333333333,0.45459232188069243,1,0.2749550333955801,0.17066666666666666,1.6533333333333333,0.05315822030791789,5270.077517266869,3567.457792047615,10658.701429618768,0.28349,11.501574113478508,0.028317914457144513,0.11948574316769923,-591.9702,72.971,-6.9058204,4.6451464,0.41286418,8.77231,-4.154122,-3.5272965,-8.41551,-5.53817,-10.657866,-7.126158,4.071781,146.69246,73.35825,24.793226,16.101175,15.313574,17.476955,15.355303,12.404768,11.886048,11.356199,15.643851,15.3211565,8.188614,03-01-03-02-01-02-01.wav,happy,strong,1,male
178.62076403980248,27.31181124268051,109.54609518581455,227.10088581417543,117.55479062836088,0.37027027027027026,0.010461957,0.014025935,0.06180514,3.93725,0.48765000952441423,0,0.0,0.0,1.92,0.0670383762668919,5571.829219140869,3464.6470327967886,10670.523648648648,0.17137298,8.349500307063122,0.0257691105952925,0.11829252945600979,-554.2307,70.283676,-10.080169,11.619575,-1.2718135,10.0290985,-6.93247,-0.29826075,-9.17895,-6.3009877,-12.87689,-5.1817317,3.789686,160.64427,74.18356,22.923765,24.505974,15.763019,18.6975,20.387194,10.332825,12.714535,12.18773,16.60009,11.311091,10.754865,03-01-03-02-02-01-01.wav,happy,strong,1,male
176.86930751693455,19.719705746396674,96.36008496644021,233.75544971224912,137.3953647458089,0.3810810810810811,0.009871895,0.012991189,0.05224778,3.9372708333333333,0.48764742921545695,0,0.0,0.0,1.92,0.059488492398648646,6222.558537890443,3952.6376385744065,11516.680743243243,0.2141485,8.503032607608347,0.02366326042066472,0.1346828433432313,-568.1388,70.80917,-8.760222,11.967098,-2.972381,10.001248,-8.551405,0.02781801,-9.052507,-6.3288474,-12.138224,-7.093578,1.7016895,167.94748,77.56778,23.06055,23.183842,18.205359,18.821404,19.716246,10.987712,14.4268055,10.543929,15.646054,11.440736,9.087112,03-01-03-02-02-02-01.wav,happy,strong,1,male
125.43396142499412,15.430602688357615,69.75924210811347,157.8258294677283,88.06658735961484,0.3861111111111111,0.0020295018,0.0031382844,0.017439568,3.8371666666666666,0.45033227641923296,1,0.2606089562611302,0.08533333333333333,1.728,0.03940700954861111,6355.887480300236,4324.128937637327,11777.799479166666,0.109848335,10.332845336204768,0.0300522561392149,0.1254646365072769,-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796025,151.63852,79.004196,17.556345,22.890228,12.670656,19.030014,15.274146,9.8893795,12.500269,8.457848,10.6947155,7.12158,8.538816,03-01-04-01-01-01-01.wav,sad,normal,1,male
110.79240155284613,11.708969263385644,45.17010903992109,135.81724438273213,90.64713534281104,0.2955223880597015,0.0019012076,0.0029135416,0.0136145195,3.5702291666666666,0.44217516382585154,0,0.0,0.0,1.5786666666666667,0.04294980177238806,6610.435405112448,4201.418284870658,12477.565298507463,0.1477288,9.59360447105813,0.01948481682665481,0.1322681894883856,-732.4855,80.96551,3.486698,13.031231,8.979398,14.107941,-4.78729,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.31327254,162.58658,81.53423,23.930344,23.097815,14.11398,18.02267,16.827793,9.205723,11.962805,9.132701,9.262382,7.7973905,7.5055976,03-01-04-01-01-02-01.wav,sad,normal,1,male
111.39836391393429,10.18463917659375,45.429030425623765,135.034994616819,89.60596419119524,0.3191489361702128,0.0016949223,0.0024977708,0.010578873,3.5035,0.4231958517672803,0,0.0,0.0,1.4826666666666666,0.029216731572948327,6739.503739203785,4819.783066629725,11920.925151975684,0.11875424,9.077137792820658,0.030801045321623668,0.10889728472467328,-766.6507,73.99263,2.4763808,10.077653,7.928804,11.792142,-5.2503986,4.0385647,-4.807725,-4.9669833,-7.7130537,-2.5745971,0.20226559,172.50626,89.24589,17.309732,24.160152,12.075717,16.821234,15.043641,8.963077,10.8765,9.277768,11.746359,8.013553,6.3563685,03-01-04-01-02-01-01.wav,sad,normal,1,male
110.91584342686336,10.642556386439802,39.94926253972588,132.71517423385683,92.76591169413095,0.2879746835443038,0.002220619,0.0032613012,0.012918626,3.370041666666667,0.4209641324909435,0,0.0,0.0,1.4186666666666667,0.0407498516613924,7106.008408922401,4475.458476881742,12793.611550632912,0.16056606,8.274818857691578,0.03051954849690003,0.11878738426090088,-736.81494,70.96664,4.8449197,13.2525215,7.9328127,11.802074,-4.9299827,6.692443,-3.7731938,-5.046368,-8.592158,-2.9672074,-0.14794526,163.89693,85.432526,21.49723,26.060715,13.996539,15.846298,14.844779,10.216019,10.466196,9.100104,14.475227,7.348257,8.229922,03-01-04-01-02-02-01.wav,sad,normal,1,male
123.08837954889073,8.893762218304621,35.06325556609883,142.24060181972814,107.17734625362931,0.37254901960784315,0.0027989103,0.0038132786,0.017439274,3.8037916666666667,0.4767173105782607,0,0.0,0.0,1.8133333333333332,0.04405746673669468,6343.886846569586,4238.982288284576,11843.159138655463,0.08029001,11.229957823026666,0.027613389787151794,0.11194792301003037,-704.1285,77.837975,5.096841,14.805322,8.49169,14.999448,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.552901,0.5103896,157.46622,84.5584,23.954493,23.41888,14.546945,17.980968,17.327137,8.837711,12.1708,9.944682,11.710729,8.800606,8.115781,03-01-04-02-01-01-01.wav,sad,strong,1,male
